Product Name,Brand,Date,Sales Quantity,Price,Original Price,Discount Percentage,Stock Level,Region,Category,Customer Rating,Review Count,Delivery Days,Seller,Is Weekend,Is Holiday
Микроволновка LG NeoChef MH6336,LG,2025-03-18,11,12599,,,171,Казань,Бытовая техника,4.2,240,2,Михеев Инк,0,0
Пылесос Samsung Jet 90 Complete,Samsung,2025-03-17,13,43050,,,74,Казань,Бытовая техника,5.0,497,1,РАО «Логинова-Трофимов»,0,0
Стиральная машина LG AI DD F4V5,LG,2025-03-22,14,50549,,,487,Нижний Новгород,Бытовая техника,4.7,361,2,РАО «Щукина-Крюков»,1,0
Платье ASOS Design миди,ASOS,2025-03-17,5,3930,,,381,Челябинск,Одежда,4.4,566,3,АО «Кошелев-Овчинникова»,0,0
Наушники Samsung Galaxy Buds2 Pro,Samsung,2025-03-03,6,17980,,,172,Казань,Электроника,4.4,509,1,"РАО «Белова, Гордеева и Журавлев»",0,0
Куртка The North Face Resolve 2,The North Face,2025-03-06,10,11540,,,119,Уфа,Одежда,4.8,616,3,ЗАО «Никитина Рябов»,0,0
Смартфон Xiaomi 14 Pro,Xiaomi,2025-03-14,5,43165,63480,32,80,Ростов-на-Дону,Электроника,4.5,280,2,"ЗАО «Бурова, Зыков и Овчинникова»",0,0
Умные часы Samsung Galaxy Watch 6,Samsung,2025-03-16,13,31590,,,493,Нижний Новгород,Электроника,4.9,656,5,ООО «Стрелкова Галкина»,1,0
"Детская книга ""Приключения Незнайки"" Н. Носов",Росмэн,2025-03-22,23,660,,,271,Санкт-Петербург,Книги,4.8,520,3,Мишин Лимитед,1,0
Платье Mango вечернее,Mango,2025-03-04,21,6135,,,231,Москва,Одежда,4.3,430,2,Лаборатория Касперского,0,0
Ноутбук Acer Predator Helios 300,Acer,2025-03-18,12,70819,110650,36,47,Екатеринбург,Электроника,4.3,392,1,Сидорова Инкорпорэйтед,0,0
Планшет Apple iPad Pro 12.9,Apple,2025-03-18,11,97410,,,431,Ростов-на-Дону,Электроника,5.0,397,5,ЗАО «Соловьев»,0,0
"Детская книга ""Маленький принц"" А. де Сент-Экзюпери",Эксмо,2025-03-10,22,550,,,280,Санкт-Петербург,Книги,4.8,511,1,НПО «Смирнова»,0,0
Планшет Samsung Galaxy Tab S9 Ultra,Samsung,2025-03-03,13,89995,,,294,Самара,Электроника,4.9,357,2,ООО «Баранова Егорова»,0,0
Стиральная машина LG AI DD F4V5,LG,2025-03-03,5,54185,,,205,Уфа,Бытовая техника,4.6,276,2,Группа Газфонд,0,0
"Учебник ""Python для начинающих""",ДМК Пресс,2025-03-19,19,1450,,,515,Санкт-Петербург,Книги,4.7,380,3,АО «Лукин-Фролов»,0,0
Холодильник Samsung Family Hub RF65,Samsung,2025-03-21,13,137719,,,240,Ростов-на-Дону,Бытовая техника,4.6,586,2,Конар,0,0
Куртка The North Face Resolve 2,The North Face,2025-03-23,27,11975,,,457,Санкт-Петербург,Одежда,4.9,240,2,Рогова Лимитед,1,0
Наушники Samsung Galaxy Buds2 Pro,Samsung,2025-03-27,27,18879,,,32,Москва,Электроника,4.7,528,7,"ООО «Уваров, Морозов и Фокин»",0,0
Куртка Columbia Watertight II,Columbia,2025-03-18,14,5775,10710,46,181,Челябинск,Одежда,4.9,652,1,ИП «Ларионов Копылов»,0,0
Джинсы Levi's 501 Original,Levi's,2025-03-24,9,7820,,,402,Ростов-на-Дону,Одежда,4.8,268,3,ЗАО «Родионов-Фокин»,0,0
Холодильник Samsung Family Hub RF65,Samsung,2025-03-26,14,137905,,,206,Екатеринбург,Бытовая техника,5.0,299,1,"РАО «Пестов, Никонов и Симонова»",0,0
"Комикс ""Бэтмен: Убийственная шутка""",DC,2025-03-22,12,1270,,,42,Самара,Книги,4.8,412,5,Галкина Лтд,1,0
Ноутбук Lenovo Legion Pro 7,Lenovo,2025-03-13,7,168770,,,427,Челябинск,Электроника,4.7,549,2,"ОАО «Крылова, Филатова и Мясникова»",0,0
Наушники Apple AirPods Pro 2,Apple,2025-03-14,11,27599,,,75,Ростов-на-Дону,Электроника,4.6,526,5,ЗАО «Никифорова Лапина»,0,0
Куртка Adidas Outdoor Terrex,Adidas,2025-03-14,26,9395,13245,29,396,Санкт-Петербург,Одежда,4.9,308,3,ИП «Маслов-Устинов»,0,0
"Комикс ""Человек-паук: Последняя охота Крэйвена""",Marvel,2025-03-15,23,1190,,,219,Екатеринбург,Книги,4.6,456,3,"РАО «Архипова, Коновалова и Кудряшова»",1,0
"Детская книга ""Гарри Поттер"" Дж. Роулинг",Махаон,2025-03-17,10,795,,,335,Уфа,Книги,5.0,436,5,ООО «Воронцов»,0,0
Кроссовки Adidas Ultraboost,Adidas,2025-03-15,9,12810,,,261,Уфа,Одежда,5.0,487,3,ИП «Орехова-Исаков»,1,0
"Учебник ""Экономика"" Н. Грегори Мэнкью",Питер,2025-03-07,13,905,1599,43,47,Екатеринбург,Книги,4.5,380,7,Рено Россия (Renault),0,0
Ноутбук ASUS ROG Zephyrus G14,ASUS,2025-03-21,11,96340,130200,26,426,Казань,Электроника,4.6,699,3,Первая тяжеловесная компания,0,0
Умные часы Samsung Galaxy Watch 6,Samsung,2025-03-09,22,25609,,,347,Санкт-Петербург,Электроника,4.8,513,3,Северсталь,1,0
Пылесос Xiaomi Mi Robot Vacuum-Mop 2 Pro,Xiaomi,2025-03-02,25,25370,,,319,Казань,Бытовая техника,4.3,680,2,Носов Инк,1,0
Кофемашина Siemens EQ.6 plus,Siemens,2025-03-31,23,60170,,,332,Москва,Бытовая техника,4.9,662,5,Гришин Инк,0,0
Стиральная машина Samsung EcoBubble WW90,Samsung,2025-03-20,20,57550,63960,10,403,Санкт-Петербург,Бытовая техника,4.8,531,2,ОАО «Кириллова»,0,0
Планшет Xiaomi Pad 6 Pro,Xiaomi,2025-03-21,16,42800,,,428,Москва,Электроника,4.2,357,3,Галкин Инкорпорэйтед,0,0
"Комикс ""Человек-паук: Последняя охота Крэйвена""",Marvel,2025-03-15,41,1165,,,519,Санкт-Петербург,Книги,4.9,451,2,Гала-Форм,1,0
Наушники JBL Tour Pro 2,JBL,2025-03-28,6,11280,17925,37,214,Нижний Новгород,Электроника,4.5,364,3,АО «Фомина Алексеев»,0,0
Смартфон Honor 90,Honor,2025-03-08,43,34689,,,153,Челябинск,Электроника,4.2,329,2,Макаров Лимитед,1,1
"Учебник ""Python для начинающих""",ДМК Пресс,2025-03-13,12,1230,,,431,Челябинск,Книги,4.6,469,3,Мон Дэлис (Mondelez),0,0
Кофемашина De'Longhi Magnifica S,De'Longhi,2025-03-08,58,42689,,,194,Санкт-Петербург,Бытовая техника,4.8,677,1,Банк ФК Открытие,1,1
Смартфон Samsung Galaxy S23 Ultra,Samsung,2025-03-29,30,69459,,,93,Санкт-Петербург,Электроника,4.5,554,7,ОАО «Беспалова-Овчинникова»,1,0
Ноутбук Apple MacBook Pro 16,Apple,2025-03-02,31,199080,,,290,Санкт-Петербург,Электроника,4.9,315,3,НПО «Лихачева Симонова»,1,0
Пылесос Dyson V15 Detect Absolute,Dyson,2025-03-15,23,61190,,,507,Санкт-Петербург,Бытовая техника,5.0,573,3,ОАО «Фомичев Григорьев»,1,0
Кроссовки Nike Air Max 270,Nike,2025-03-27,29,13740,,,411,Москва,Одежда,4.5,643,2,"АО «Ситников, Потапов и Зиновьев»",0,0
Планшет Samsung Galaxy Tab S9 Ultra,Samsung,2025-03-17,14,68380,92405,26,181,Москва,Электроника,4.8,434,2,НПО «Вишняков»,0,0
Джинсы Lee Rider,Lee,2025-03-28,19,7009,,,179,Санкт-Петербург,Одежда,4.6,242,2,ОАО «Кошелева»,0,0
Платье Zara с принтом,Zara,2025-03-22,7,5809,,,408,Челябинск,Одежда,4.3,279,3,Ростсельмаш,1,0
Наушники JBL Tour Pro 2,JBL,2025-03-05,25,19465,,,61,Санкт-Петербург,Электроника,4.7,567,5,ИП «Воробьев Бирюков»,0,0
Планшет Xiaomi Pad 6 Pro,Xiaomi,2025-03-19,12,41419,,,333,Челябинск,Электроника,4.4,597,3,НПО «Сысоев-Шашков»,0,0
"Роман ""1984"" Дж. Оруэлл",АСТ,2025-03-18,6,690,,,287,Нижний Новгород,Книги,4.7,643,3,ОАО «Архипова-Исакова»,0,0
Наушники Sony WH-1000XM5,Sony,2025-03-10,16,33780,,,257,Новосибирск,Электроника,5.0,505,2,"ИП «Ермаков, Дементьев и Доронина»",0,0
Планшет Apple iPad Pro 12.9,Apple,2025-03-25,23,117710,,,306,Москва,Электроника,4.8,329,7,"ООО «Шарапова, Федотов и Мясникова»",0,0
Микроволновка Samsung MG30T5018,Samsung,2025-03-22,34,13610,,,494,Москва,Бытовая техника,4.3,420,1,"РАО «Антонов, Рыбаков и Суворова»",1,0
Пылесос Dyson V15 Detect Absolute,Dyson,2025-03-22,13,58305,,,470,Нижний Новгород,Бытовая техника,4.8,483,3,Мартынов Инкорпорэйтед,1,0
Кофемашина Philips Series 5400,Philips,2025-03-23,21,52020,,,73,Москва,Бытовая техника,4.8,633,2,ГСЛ,1,0
"Учебник ""Экономика"" Н. Грегори Мэнкью",Питер,2025-03-11,10,1645,,,181,Нижний Новгород,Книги,4.3,314,5,ИП «Ефимова»,0,0
Пылесос Xiaomi Mi Robot Vacuum-Mop 2 Pro,Xiaomi,2025-03-21,7,25790,28030,8,505,Ростов-на-Дону,Бытовая техника,4.4,234,5,"АО «Сафонова, Гордеев и Кабанов»",0,0
Кроссовки Adidas Ultraboost,Adidas,2025-03-07,12,17149,,,341,Новосибирск,Одежда,4.6,694,3,Елисеев и партнеры,0,0
Смартфон Xiaomi 14 Pro,Xiaomi,2025-03-13,7,53705,,,385,Челябинск,Электроника,4.3,226,5,Титов Лимитед,0,0
Джинсы Lee Rider,Lee,2025-03-08,70,7925,,,146,Москва,Одежда,4.5,264,5,"РАО «Гаврилов, Крылова и Журавлев»",1,1
Футболка Befree оверсайз,Befree,2025-03-25,7,985,,,129,Казань,Одежда,4.0,383,5,АО «Федосеев»,0,0
Микроволновка LG NeoChef MH6336,LG,2025-03-01,19,11920,,,110,Ростов-на-Дону,Бытовая техника,4.1,241,7,НПО «Белоусов-Семенова»,1,0
Смартфон Realme GT Neo 5,Realme,2025-03-03,23,30585,,,206,Санкт-Петербург,Электроника,4.1,556,2,ООО «Егорова Пестов»,0,0
Джинсы Wrangler Arizona,Wrangler,2025-03-22,33,6100,,,246,Москва,Одежда,4.7,535,2,РАО «Новикова»,1,0
"Комикс ""Человек-паук: Последняя охота Крэйвена""",Marvel,2025-03-21,10,1039,,,446,Санкт-Петербург,Книги,4.9,330,2,Media Direction Group,0,0
Планшет Xiaomi Pad 6 Pro,Xiaomi,2025-03-10,19,38275,,,289,Москва,Электроника,4.6,308,3,Гугл (Google),0,0
Футболка Befree оверсайз,Befree,2025-03-06,7,940,,,323,Казань,Одежда,4.1,233,2,ООО «Беляева-Рыбаков»,0,0
Умные часы Apple Watch Series 9,Apple,2025-03-31,9,26365,36630,28,124,Санкт-Петербург,Электроника,5.0,711,5,ООО «Щербаков Соболев»,0,0
Платье Zara с принтом,Zara,2025-03-10,11,5025,,,271,Санкт-Петербург,Одежда,4.4,541,3,ООО «Козлова-Зайцев»,0,0
Холодильник Bosch Serie 6 VitaFresh Plus,Bosch,2025-03-01,16,114520,,,61,Ростов-на-Дону,Бытовая техника,4.4,245,2,ООО «Шестаков-Савельев»,1,0
Смартфон Samsung Galaxy S23 Ultra,Samsung,2025-03-28,10,85580,,,308,Нижний Новгород,Электроника,4.8,351,2,"ООО «Рыбаков, Галкина и Кошелева»",0,0
Стиральная машина Bosch Serie 6 WLN,Bosch,2025-03-09,24,61845,,,381,Москва,Бытовая техника,4.7,607,3,Лыткина Групп,1,0
Ноутбук ASUS ROG Zephyrus G14,ASUS,2025-03-27,10,113620,,,99,Самара,Электроника,5.0,243,2,АО «Волкова-Ершова»,0,0
Холодильник LG DoorCooling+ GC-B569,LG,2025-03-23,13,98680,,,419,Казань,Бытовая техника,4.5,533,2,ООО «Селезнев-Цветков»,1,0
Ноутбук Acer Predator Helios 300,Acer,2025-03-01,10,132570,,,74,Нижний Новгород,Электроника,4.6,228,3,"НПО «Васильев, Брагин и Максимов»",1,0
Джинсы Levi's 501 Original,Levi's,2025-03-06,11,10159,,,490,Уфа,Одежда,4.5,388,3,ЗАО «Егорова Вишнякова»,0,0
Платье Mango вечернее,Mango,2025-03-22,32,5895,,,498,Москва,Одежда,4.8,368,5,ОАО «Федосеев»,1,0
"Детская книга ""Приключения Незнайки"" Н. Носов",Росмэн,2025-03-11,9,690,,,217,Нижний Новгород,Книги,4.7,566,1,Компания Адамас,0,0
Кофемашина Philips Series 5400,Philips,2025-03-18,16,44870,54730,18,280,Нижний Новгород,Бытовая техника,4.5,238,3,ФГ Будущее,0,0
"Роман ""Преступление и наказание"" Ф. Достоевский",Азбука,2025-03-21,13,730,,,444,Казань,Книги,4.5,455,3,ЗАО «Щукина Потапова»,0,0
Футболка Befree оверсайз,Befree,2025-03-21,9,1115,,,108,Новосибирск,Одежда,4.2,549,7,НПО «Кабанова Панова»,0,0
Кроссовки Nike Air Max 270,Nike,2025-03-07,10,7830,14800,47,146,Санкт-Петербург,Одежда,4.8,544,5,"НПО «Лукина, Одинцова и Архипова»",0,0
Джинсы Wrangler Arizona,Wrangler,2025-03-09,20,7685,,,178,Екатеринбург,Одежда,4.4,535,2,ООО «Шарова»,1,0
Джинсы Wrangler Arizona,Wrangler,2025-03-28,6,7759,,,392,Уфа,Одежда,4.5,618,3,Устинова Групп,0,0
